ticker,chart_symbol,former_symbols,n_streaks,first_seen,last_seen,streak_spans,windows_per_streak,any_triple,mktcap_bucket,best_rank,total_flagpoles,data_warning,reviewed,notes
SLI,SLI,,2,2021-08-18,2022-04-05,2021-08-18..2021-11-12; 2022-03-31..2022-04-05,1M+3M+6M; 1M,True,small,3,6,,,
SLMT,SLMT,,1,2025-09-22,2025-10-10,2025-09-22..2025-10-10,1M,False,small,3,1,,,
SLN,SLN,,1,2026-08-10,2026-09-16,2026-08-10..2026-09-16,1M+3M+6M,True,small,3,1,,,
SLNH,SLNH,,2,2025-09-29,2026-05-15,2025-09-29..2025-11-03; 2026-04-23..2026-05-15,1M+3M+6M; 1M+3M,True,small,2,6,,,
SLNO^26,SLNO,,4,2023-10-02,2025-04-28,2023-10-02..2023-10-20; 2023-12-15..2024-03-08; 2024-05-10..2024-05-14; 2025-04-03..2025-04-28,1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M,True,small,1,10,,,
SLP,SLP,,1,2025-04-22,2025-05-01,2025-04-22..2025-05-01,1M+3M,False,small,4,2,,,
SLQT,SLQT,,1,2025-02-11,2025-02-28,2025-02-11..2025-02-28,3M,False,small,11,2,,,
SLRN^25,SLRN,,1,2023-08-04,2023-09-05,2023-08-04..2023-09-05,1M+3M,False,mid,2,2,,,
SLS,SLS,,4,2020-12-14,2026-07-21,2020-12-14..2020-12-21; 2021-03-15..2021-03-18; 2025-12-24..2026-03-23; 2026-05-08..2026-07-21,1M+3M; 6M; 1M+3M+6M; 1M+3M+6M,True,small,2,11,,,
SLVM,SLVM,,1,2022-05-06,2022-05-31,2022-05-06..2022-05-31,1M+3M+6M,True,small,2,2,,,
SLXP^15,SLXP,,1,2010-05-11,2010-05-13,2010-05-11..2010-05-13,3M+6M,False,mid,3,1,,,
SM,SM,,14,2010-05-07,2022-06-21,2010-05-07..2010-06-10; 2015-02-02..2015-03-06; 2015-10-09..2015-10-23; 2016-03-16..2016-06-17; 2016-08-10..2016-08-22; 2016-10-17..2016-10-24; 2017-07-25..2017-08-03; 2017-09-28..2017-12-14; 2020-04-30..2020-05-28; 2020-11-17..2021-01-19; 2021-03-02..2021-07-13; 2021-09-16..2021-11-18; 2022-01-12..2022-03-24; 2022-05-31..2022-06-21,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,52,,,
SMAR^25,SMAR,,6,2018-12-12,2022-12-28,2018-12-12..2018-12-14; 2019-03-25..2019-04-02; 2019-06-11..2019-06-25; 2020-04-16..2020-04-17; 2021-12-22..2021-12-27; 2022-12-19..2022-12-28,6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M,True,mid,2,15,,,
SMCI,SMCI,,17,2014-10-06,2026-09-21,2014-10-06..2014-10-07; 2015-02-05..2015-02-06; 2015-10-13..2015-10-15; 2016-01-27..2016-02-18; 2022-05-05..2022-05-24; 2022-08-26..2022-09-06; 2022-11-04..2022-12-09; 2023-02-16..2023-08-11; 2023-10-12..2023-10-23; 2023-11-29..2024-03-25; 2024-07-08..2024-07-22; 2024-10-21..2024-10-28; 2024-12-13..2024-12-19; 2025-02-13..2025-03-24; 2025-05-16..2025-08-11; 2026-05-08..2026-06-08; 2026-08-13..2026-09-21,6M; 6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M,True,large_plus,1,57,,,
SMG,SMG,,4,2008-08-21,2023-02-07,2008-08-21..2008-08-26; 2008-11-07..2008-12-18; 2022-11-09..2022-11-16; 2023-02-01..2023-02-07,1M; 1M+3M+6M; 1M; 1M+3M,True,mid,2,10,,,
SMLR^26,SMLR,,2,2024-06-11,2024-12-12,2024-06-11..2024-06-28; 2024-11-12..2024-12-12,1M+3M; 1M+3M+6M,True,small,4,5,,,
SMMT,SMMT,,9,2022-12-12,2026-09-16,2022-12-12..2023-01-18; 2024-03-15..2024-03-18; 2024-05-31..2024-10-22; 2025-01-21..2025-02-10; 2025-04-15..2025-05-07; 2025-07-16..2025-08-18; 2026-01-12..2026-01-14; 2026-03-27..2026-04-24; 2026-09-09..2026-09-16,1M+3M+6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,23,,,
SMR,SMR,,5,2024-03-12,2025-10-28,2024-03-12..2024-07-25; 2024-09-25..2024-12-09; 2025-01-31..2025-02-21; 2025-05-13..2025-08-07; 2025-09-29..2025-10-28,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M,True,mid,1,24,,,
SMSI,SMSI,,4,2006-06-06,2019-09-05,2006-06-06..2006-07-13; 2006-09-11..2006-11-03; 2007-03-09..2007-04-20; 2019-08-26..2019-09-05,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,14,,,
SMSMY,SMSMY,,2,2008-04-02,2008-07-10,2008-04-02..2008-04-07; 2008-07-02..2008-07-10,1M+3M+6M; 6M,True,mid,4,2,,,
SMTC,SMTC,,6,2009-03-20,2026-06-29,2009-03-20..2009-03-23; 2024-04-08..2024-04-26; 2024-09-06..2024-10-04; 2024-12-03..2025-02-03; 2026-04-27..2026-06-10; 2026-06-18..2026-06-29,6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 3M,True,mid,1,22,,,
SMX,SMX,,1,2025-12-09,2025-12-26,2025-12-09..2025-12-26,1M,False,small,1,1,,,
SNA,SNA,,1,2007-08-10,2007-08-13,2007-08-10..2007-08-13,1M,False,mid,14,1,,,
SNAP,SNAP,,14,2018-06-19,2026-04-29,2018-06-19..2018-06-20; 2020-04-23..2020-05-07; 2020-10-30..2021-03-05; 2021-04-26..2021-04-28; 2021-09-29..2021-10-06; 2022-03-01..2022-03-02; 2022-09-13..2022-09-23; 2022-11-23..2022-11-29; 2023-02-01..2023-04-10; 2023-07-26..2023-07-27; 2023-10-30..2023-11-02; 2024-11-12..2024-12-18; 2025-11-21..2025-11-25; 2026-04-21..2026-04-29,1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,large_plus,1,29,,,
SNBRQ,SNBRQ,SNBR,5,2011-09-19,2023-03-08,2011-09-19..2011-11-11; 2012-04-23..2012-04-25; 2018-11-09..2018-11-21; 2021-03-02..2021-04-01; 2023-02-28..2023-03-08,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M,True,small,2,9,,,
SNCR^26,SNCR,,4,2007-06-11,2015-02-17,2007-06-11..2007-10-08; 2008-04-02..2008-04-22; 2014-11-13..2014-11-14; 2015-02-10..2015-02-17,1M+3M+6M; 1M; 1M+3M+6M; 6M,True,small,2,14,,,
SNCY^26,SNCY,,1,2026-02-18,2026-02-23,2026-02-18..2026-02-23,3M,False,small,12,1,,,
SND,SND,,1,2017-02-24,2017-03-03,2017-02-24..2017-03-03,3M,False,small,6,1,,,
SNDK,SNDK,,1,2025-09-24,2026-07-07,2025-09-24..2026-07-07,1M+3M+6M,True,large_plus,1,13,,,
SNDK.1^16,SNDK,,7,2008-04-16,2010-06-10,2008-04-16..2008-04-30; 2008-09-18..2008-10-08; 2008-12-24..2009-01-29; 2009-03-31..2009-04-03; 2009-04-24..2009-05-07; 2009-10-28..2009-11-04; 2010-05-06..2010-06-10,1M+3M+6M; 1M; 1M+3M+6M; 1M; 6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,17,,,
SNDL,SNDL,,3,2021-02-10,2024-05-23,2021-02-10..2021-03-19; 2023-09-12..2023-09-28; 2024-04-03..2024-05-23,1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,3,4,,,
SNDX,SNDX,,6,2020-04-28,2025-12-03,2020-04-28..2020-05-15; 2021-12-23..2022-01-10; 2022-08-09..2022-08-15; 2022-10-14..2022-10-18; 2025-08-15..2025-08-21; 2025-11-26..2025-12-03,3M+6M; 1M+6M; 6M; 6M; 1M; 1M,False,small,6,11,,,
SNEX,SNEX,,1,2006-11-27,2006-12-26,2006-11-27..2006-12-26,1M+3M+6M,True,small,2,2,,,
SNFI,SNFI,,1,2021-06-07,2021-06-16,2021-06-07..2021-06-16,1M,False,mid,11,1,,,
SNIC^11,SNIC,,1,2010-11-05,2010-11-09,2010-11-05..2010-11-09,3M+6M,False,small,14,2,,,
SNOW,SNOW,,5,2020-12-04,2026-07-28,2020-12-04..2020-12-22; 2022-07-08..2022-09-26; 2023-02-03..2023-02-22; 2023-06-12..2023-06-30; 2026-06-05..2026-07-28,1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,large_plus,1,15,,,
SNTI,SNTI,,1,2022-10-05,2022-10-20,2022-10-05..2022-10-20,1M+3M+6M,True,small,2,1,,,
SNTS^14,SNTS,,1,2013-06-04,2013-06-07,2013-06-04..2013-06-07,6M,False,small,8,1,,,
SNV^26,SNV,,5,2008-01-15,2012-01-31,2008-01-15..2008-02-14; 2008-08-05..2008-08-08; 2009-12-22..2010-04-07; 2011-11-22..2011-11-29; 2012-01-12..2012-01-31,1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M,True,small,3,14,,,
SOA^12,SOA,,3,2008-09-12,2010-02-16,2008-09-12..2008-09-16; 2009-07-17..2009-10-29; 2010-02-04..2010-02-16,6M; 1M+3M+6M; 1M+3M+6M,True,small,5,11,,,
SOC,SOC,,6,2024-09-09,2026-06-03,2024-09-09..2024-10-07; 2025-01-08..2025-03-05; 2025-07-29..2025-08-11; 2025-12-26..2026-01-20; 2026-03-11..2026-04-02; 2026-05-27..2026-06-03,1M+3M+6M; 1M+3M+6M; 1M+3M; 1M; 1M+3M; 6M,True,mid,1,16,,,
SODA^18,SODA,,6,2011-01-25,2013-06-25,2011-01-25..2011-02-04; 2011-03-17..2011-08-10; 2012-01-19..2012-01-23; 2012-03-01..2012-03-07; 2012-07-10..2012-08-17; 2013-05-22..2013-06-25,1M+3M; 1M+3M+6M; 1M; 3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,17,,,
SOFI,SOFI,,7,2021-09-29,2025-11-14,2021-09-29..2021-11-19; 2023-01-17..2023-02-16; 2023-06-07..2023-08-11; 2023-12-20..2023-12-21; 2024-09-10..2024-09-12; 2024-11-15..2025-02-06; 2025-08-01..2025-11-14,1M+3M; 1M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,2,24,,,
SOGO^21,SOGO,,1,2018-06-15,2018-06-29,2018-06-15..2018-06-29,1M+3M+6M,True,mid,3,2,,,
SOGP,SOGP,,2,2021-02-04,2025-09-24,2021-02-04..2021-02-26; 2025-09-02..2025-09-24,1M; 1M+3M+6M,True,small,1,3,,,
SOHU,SOHU,,3,2018-11-19,2021-07-20,2018-11-19..2018-12-20; 2020-07-30..2020-08-20; 2021-07-16..2021-07-20,1M+3M; 1M+3M; 1M,False,small,4,9,,,
SOLO^24,SOLO,,3,2019-02-19,2020-12-07,2019-02-19..2019-04-03; 2020-06-29..2020-07-16; 2020-11-05..2020-12-07,1M+3M+6M; 1M+3M; 1M+3M+6M,True,small,1,7,,,
SOLS,SOLS,,1,2026-02-19,2026-03-09,2026-02-19..2026-03-09,1M+3M,False,large_plus,5,2,,,
SOLY^21,SOLY,,1,2019-06-10,2019-07-12,2019-06-10..2019-07-12,1M+3M,False,small,2,2,,,
SOL^25,SOL,,8,2008-04-15,2021-02-04,2008-04-15..2008-06-06; 2008-08-20..2008-09-05; 2009-06-05..2009-06-25; 2010-04-15..2010-05-03; 2010-07-23..2010-10-26; 2011-01-25..2011-02-25; 2013-08-06..2013-10-24; 2020-11-13..2021-02-04,1M+3M; 6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,27,,,
SOMX^13,SOMX,,2,2010-03-18,2010-10-05,2010-03-18..2010-04-13; 2010-08-27..2010-10-05,1M+3M+6M; 1M+3M+6M,True,small,1,3,,,
SONO,SONO,,2,2019-08-21,2021-03-17,2019-08-21..2019-09-06; 2021-03-03..2021-03-17,1M+3M+6M; 3M+6M,True,mid,2,4,,,
SORL^20,SORL,,1,2017-05-30,2017-06-14,2017-05-30..2017-06-14,1M+3M+6M,True,small,1,3,,,
SOUN,SOUN,,8,2023-02-06,2025-08-15,2023-02-06..2023-03-01; 2023-04-20..2023-04-25; 2023-05-30..2023-07-13; 2024-02-16..2024-04-01; 2024-07-23..2024-08-19; 2024-11-22..2025-01-10; 2025-05-12..2025-05-29; 2025-07-17..2025-08-15,1M+3M+6M; 3M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M; 1M+6M; 1M+3M,True,small,1,23,,,
SOV^09,SOV,,2,2008-06-11,2008-08-21,2008-06-11..2008-06-17; 2008-08-04..2008-08-21,1M+3M+6M; 1M+3M,True,mid,1,4,,,
SPAI,SPAI,,1,2024-11-25,2024-12-13,2024-11-25..2024-12-13,1M,False,small,11,2,,,
SPB,SPB,,1,2019-02-26,2019-02-27,2019-02-26..2019-02-27,1M+3M+6M,True,mid,7,2,,,
SPCE,SPCE,,11,2019-12-27,2026-06-11,2019-12-27..2020-03-05; 2020-05-04..2020-05-11; 2020-07-17..2020-08-03; 2020-10-05..2020-10-20; 2020-12-07..2020-12-09; 2021-01-29..2021-02-23; 2021-06-07..2021-07-14; 2023-02-02..2023-02-03; 2023-05-22..2023-05-24; 2023-11-27..2023-12-01; 2026-05-29..2026-06-11,1M+3M; 6M; 1M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M; 1M,True,mid,1,23,,,
SPG,SPG,,4,2008-09-15,2020-11-30,2008-09-15..2008-09-29; 2009-04-16..2009-06-05; 2020-06-05..2020-06-16; 2020-11-12..2020-11-30,6M; 1M+3M+6M; 1M; 1M+3M+6M,True,large_plus,2,11,,,
SPH,SPH,,1,2016-02-01,2016-02-10,2016-02-01..2016-02-10,1M+3M+6M,True,small,4,1,,,
SPHR,SPHR,,2,2023-05-04,2025-11-21,2023-05-04..2023-05-09; 2025-11-20..2025-11-21,3M+6M; 3M,False,mid,8,3,,,
SPHS^22,SPHS,,1,2016-07-26,2016-08-15,2016-07-26..2016-08-15,1M+3M+6M,True,small,1,3,,,
SPIEQ,SPIEQ,"SPIE, SPI",2,2020-09-28,2021-02-05,2020-09-28..2020-12-10; 2021-01-25..2021-02-05,1M+3M+6M; 6M,True,small,1,7,,,
SPIL^18,SPIL,,1,2009-03-25,2009-04-09,2009-03-25..2009-04-09,1M+3M+6M,True,mid,6,3,,,
SPIR,SPIR,,1,2026-04-08,2026-05-28,2026-04-08..2026-05-28,1M+3M,False,small,2,4,,,
SPLK^24,SPLK,,2,2014-03-11,2014-11-05,2014-03-11..2014-03-12; 2014-09-09..2014-11-05,6M; 1M+3M+6M,True,mid,1,5,,,
SPLS.1^17,SPLS,,1,2009-03-25,2009-04-07,2009-03-25..2009-04-07,6M,False,large_plus,6,4,,,
SPNC^17,SPNC,,1,2016-04-29,2016-05-13,2016-04-29..2016-05-13,6M,False,small,7,3,,,
SPOT,SPOT,,4,2020-05-28,2023-07-28,2020-05-28..2020-09-10; 2020-10-30..2020-11-02; 2020-12-17..2020-12-21; 2023-07-27..2023-07-28,1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M,True,large_plus,2,8,,,
SPPI^23,SPPI,,5,2009-07-01,2018-03-08,2009-07-01..2009-08-14; 2011-04-29..2011-05-06; 2012-06-13..2012-07-13; 2017-10-06..2017-12-06; 2018-01-31..2018-03-08,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,2,13,,,
SPRB,SPRB,,1,2022-01-03,2022-01-12,2022-01-03..2022-01-12,1M,False,small,5,1,,,
SPRD^13,SPRD,,5,2010-09-01,2012-08-15,2010-09-01..2010-10-07; 2010-11-18..2010-11-19; 2011-09-23..2011-11-22; 2012-04-16..2012-06-25; 2012-08-10..2012-08-15,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,18,,,
SPRO,SPRO,,2,2022-09-26,2025-07-01,2022-09-26..2022-10-18; 2025-06-02..2025-07-01,1M+3M; 1M+3M+6M,True,small,1,5,,,
SPRY,SPRY,,3,2024-08-15,2025-12-23,2024-08-15..2024-09-25; 2025-03-31..2025-04-24; 2025-12-19..2025-12-23,1M+3M+6M; 1M+3M+6M; 1M,True,small,4,8,,,
SPR^25,SPR,,6,2009-01-13,2023-10-27,2009-01-13..2009-02-04; 2020-06-04..2020-06-15; 2020-11-11..2020-12-09; 2022-02-10..2022-02-14; 2023-02-13..2023-02-23; 2023-10-25..2023-10-27,1M; 1M; 1M+3M; 3M; 3M+6M; 1M+3M+6M,True,mid,1,12,,,
SPT,SPT,,9,2020-10-22,2024-01-04,2020-10-22..2020-10-30; 2021-04-26..2021-05-03; 2021-08-18..2021-08-19; 2021-09-28..2021-10-01; 2022-03-23..2022-04-06; 2022-06-27..2022-06-29; 2022-09-19..2022-09-29; 2023-11-22..2023-11-24; 2024-01-03..2024-01-04,3M+6M; 1M+3M+6M; 3M+6M; 3M+6M; 1M; 1M; 1M+3M+6M; 3M+6M; 6M,True,mid,3,17,,,
SPWRQ^24,SPWRQ,SPWR,24,2006-01-17,2024-06-12,2006-01-17..2006-03-16; 2006-07-27..2006-08-08; 2007-01-26..2007-01-30; 2007-08-01..2007-08-21; 2007-10-25..2008-01-08; 2008-04-08..2008-05-21; 2008-09-02..2008-09-09; 2013-01-03..2013-03-25; 2013-05-03..2013-08-05; 2013-10-08..2013-11-22; 2014-01-17..2014-01-31; 2014-05-13..2014-05-15; 2015-12-22..2016-01-11; 2017-02-23..2017-03-03; 2017-05-10..2017-08-04; 2017-11-14..2017-11-16; 2018-04-02..2018-05-04; 2019-02-15..2019-02-22; 2019-05-17..2019-09-23; 2020-08-27..2021-02-12; 2021-10-08..2021-11-05; 2022-08-08..2022-09-27; 2022-11-22..2022-11-28; 2024-05-22..2024-06-12,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+6M; 1M; 1M,True,mid,1,77,,,
SPXC,SPXC,,3,2009-01-09,2025-11-19,2009-01-09..2009-01-23; 2009-02-10..2009-03-24; 2025-11-17..2025-11-19,1M; 3M; 1M,False,mid,7,7,,,
SQM,SQM,,9,2008-04-24,2022-11-25,2008-04-24..2008-07-02; 2008-11-17..2008-11-21; 2009-01-02..2009-02-26; 2014-03-13..2014-03-18; 2017-09-22..2017-10-05; 2022-03-07..2022-03-22; 2022-05-31..2022-06-14; 2022-08-19..2022-09-23; 2022-11-17..2022-11-25,1M+3M+6M; 1M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M,True,large_plus,1,23,,,
SQNM^16,SQNM,,8,2008-06-09,2013-01-15,2008-06-09..2008-10-09; 2008-12-19..2009-01-30; 2009-07-23..2009-08-05; 2009-11-30..2009-12-21; 2010-02-16..2010-03-19; 2010-06-07..2010-06-24; 2012-04-23..2012-05-17; 2012-11-30..2013-01-15,1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,small,1,21,,,
SQNS,SQNS,,2,2011-06-13,2025-07-15,2011-06-13..2011-07-19; 2025-07-14..2025-07-15,1M+3M; 1M,False,small,1,3,,,
SR,SR,,1,2008-10-01,2008-12-02,2008-10-01..2008-12-02,1M+3M+6M,True,small,1,1,,,
SRAD,SRAD,,1,2025-04-08,2025-04-29,2025-04-08..2025-04-29,1M+3M+6M,True,mid,4,4,,,
SRAX,SRAX,,1,2017-11-27,2018-01-04,2017-11-27..2018-01-04,1M+3M+6M,True,small,1,4,,,
SRCI^20,SRCI,,1,2019-08-26,2019-09-26,2019-08-26..2019-09-26,1M+3M+6M,True,small,2,3,,,
SRCL^24,SRCL,,2,2007-08-08,2008-11-28,2007-08-08..2007-08-21; 2008-11-21..2008-11-28,1M+3M+6M; 1M+3M+6M,True,mid,3,5,,,
SRE,SRE,,1,2008-11-26,2008-12-10,2008-11-26..2008-12-10,1M+3M+6M,True,large_plus,7,1,,,
SREV^22,SREV,,2,2011-12-13,2013-08-21,2011-12-13..2011-12-16; 2013-08-16..2013-08-21,1M+6M; 1M+3M+6M,True,small,3,5,,,
SRFM,SRFM,,1,2025-07-08,2025-07-24,2025-07-08..2025-07-24,1M+3M,False,small,4,2,,,
SRG,SRG,,2,2020-09-02,2022-08-04,2020-09-02..2020-09-04; 2022-07-19..2022-08-04,1M; 1M,False,small,4,5,,,
SRNE,SRNE,,10,2015-06-26,2022-08-02,2015-06-26..2015-08-05; 2018-01-22..2018-03-07; 2018-05-10..2018-06-12; 2019-03-22..2019-04-10; 2019-11-26..2020-01-31; 2020-04-15..2020-08-24; 2020-10-07..2020-10-20; 2021-02-01..2021-02-12; 2021-08-26..2021-08-31; 2022-06-22..2022-08-02,1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M; 6M; 1M+3M,True,small,1,31,,,
SRPT,SRPT,,21,2005-01-31,2026-09-18,2005-01-31..2005-02-08; 2006-01-20..2006-02-15; 2012-08-01..2012-12-11; 2013-02-04..2013-04-22; 2013-06-07..2013-07-26; 2013-09-25..2013-10-16; 2014-01-06..2014-02-07; 2014-04-25..2014-05-13; 2014-09-09..2014-09-17; 2015-02-26..2015-03-06; 2015-05-14..2015-10-05; 2015-12-01..2015-12-17; 2016-03-31..2016-04-18; 2016-06-01..2016-10-13; 2017-05-02..2017-05-12; 2017-07-31..2017-08-08; 2018-05-17..2018-07-11; 2023-03-17..2023-03-20; 2025-08-20..2025-08-22; 2026-04-01..2026-04-07; 2026-09-02..2026-09-18,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M+6M; 6M; 3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M,True,small,1,58,,,
SRRA^22,SRRA,,1,2022-02-02,2022-03-18,2022-02-02..2022-03-18,1M+3M+6M,True,small,1,5,,,
SRRK,SRRK,,6,2020-10-28,2025-12-05,2020-10-28..2020-12-14; 2022-07-06..2022-07-22; 2023-11-20..2024-01-04; 2024-03-08..2024-04-04; 2024-10-08..2025-01-30; 2025-11-25..2025-12-05,1M+3M; 1M; 1M+3M+6M; 6M; 1M+3M+6M; 1M,True,small,1,25,,,
SRX^11,SRX,,1,2011-01-20,2011-01-26,2011-01-20..2011-01-26,1M+3M,False,small,2,3,,,
SRZ^13,SRZ,,2,2009-10-14,2011-04-08,2009-10-14..2009-11-03; 2011-03-07..2011-04-08,1M+3M+6M; 1M+3M+6M,True,small,1,2,,,
SSL,SSL,,3,2008-12-16,2020-06-25,2008-12-16..2008-12-18; 2009-01-16..2009-01-20; 2020-04-30..2020-06-25,1M; 3M; 1M+3M,False,large_plus,1,7,,,
SSRM,SSRM,,15,2008-12-16,2026-03-04,2008-12-16..2009-02-19; 2009-05-13..2009-05-21; 2009-12-11..2009-12-18; 2011-09-09..2011-09-19; 2012-06-22..2012-06-26; 2013-08-20..2013-09-05; 2014-07-01..2014-08-04; 2014-12-04..2014-12-09; 2015-01-20..2015-02-04; 2015-08-21..2015-11-02; 2016-04-27..2016-06-07; 2019-08-16..2019-08-19; 2024-04-19..2024-04-25; 2025-03-03..2025-03-10; 2026-02-23..2026-03-04,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M; 1M+3M+6M; 1M,True,small,1,36,,,
SSRX^13,SSRX,,1,2007-10-19,2007-11-13,2007-10-19..2007-11-13,3M+6M,False,small,4,3,,,
SST,SST,,1,2022-03-16,2022-04-22,2022-03-16..2022-04-22,1M+3M+6M,True,small,2,1,,,
SSTI,SSTI,,1,2018-09-05,2018-10-02,2018-09-05..2018-10-02,1M+3M+6M,True,small,4,1,,,
SSTK,SSTK,,3,2015-11-23,2016-05-11,2015-11-23..2015-11-24; 2016-03-01..2016-03-04; 2016-05-04..2016-05-11,1M; 6M; 6M,False,small,8,5,,,
SSYS,SSYS,,11,2011-03-10,2021-11-09,2011-03-10..2011-05-05; 2012-04-20..2012-05-08; 2012-07-11..2012-08-08; 2013-05-22..2013-06-03; 2013-11-19..2013-11-27; 2015-10-13..2015-10-16; 2015-12-28..2016-01-05; 2016-03-04..2016-03-09; 2017-05-17..2017-05-30; 2021-01-25..2021-02-08; 2021-10-25..2021-11-09,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M; 1M+3M+6M,True,small,1,24,,,
STAA,STAA,,11,2018-05-21,2024-07-19,2018-05-21..2018-05-22; 2018-08-08..2018-09-26; 2019-08-07..2019-08-15; 2020-06-24..2020-07-06; 2020-11-05..2020-11-13; 2021-06-01..2021-06-08; 2021-08-25..2021-09-13; 2022-07-15..2022-08-29; 2023-01-20..2023-01-27; 2024-04-15..2024-04-22; 2024-07-05..2024-07-19,1M+3M+6M; 1M+3M+6M; 3M; 1M; 1M+3M+6M; 3M+6M; 6M; 3M; 1M; 1M+3M+6M; 1M+3M+6M,True,mid,2,22,,,
STAK,STAK,,1,2026-06-15,2026-06-25,2026-06-15..2026-06-25,1M+3M+6M,True,small,1,2,,,
STAR.2^09,STAR,,3,2007-10-17,2009-03-30,2007-10-17..2007-10-25; 2008-05-07..2008-05-19; 2009-02-09..2009-03-30,1M+3M; 1M; 1M+3M+6M,True,small,1,9,,,
STEC.1^13,STEC,,6,2008-05-28,2011-10-17,2008-05-28..2008-06-17; 2009-05-20..2009-09-17; 2010-01-07..2010-01-21; 2010-04-26..2010-04-29; 2011-01-19..2011-02-22; 2011-10-03..2011-10-17,1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M+6M; 1M,True,small,1,19,,,
STEM,STEM,,3,2022-07-29,2025-08-08,2022-07-29..2022-09-27; 2023-06-02..2023-06-22; 2025-07-30..2025-08-08,1M+3M+6M; 1M; 1M,True,small,1,8,,,
STEP,STEP,,1,2021-04-13,2021-04-20,2021-04-13..2021-04-20,1M,False,mid,9,1,,,
STGW,STGW,,1,2026-03-25,2026-03-26,2026-03-25..2026-03-26,1M,False,small,15,3,,,
STI,STI,,3,2024-03-27,2026-06-25,2024-03-27..2024-04-16; 2025-10-20..2025-10-24; 2026-06-08..2026-06-25,1M; 1M+3M; 1M+3M+6M,True,small,1,3,,,
