ticker,chart_symbol,former_symbols,n_streaks,first_seen,last_seen,streak_spans,windows_per_streak,any_triple,mktcap_bucket,best_rank,total_flagpoles,data_warning,reviewed,notes
SB,SB,,1,2021-10-04,2021-10-15,2021-10-04..2021-10-15,6M,False,small,10,1,,,
SBAC,SBAC,,2,2006-07-18,2009-04-22,2006-07-18..2006-07-19; 2009-01-23..2009-04-22,3M+6M; 1M+3M+6M,True,mid,3,9,,,
SBET,SBET,,3,2025-06-02,2026-09-21,2025-06-02..2025-06-16; 2025-07-30..2025-08-21; 2026-07-27..2026-09-21,1M+3M+6M; 3M+6M; 1M,True,mid,1,5,,,
SBGI,SBGI,,1,2013-04-15,2013-05-01,2013-04-15..2013-05-01,1M+3M+6M,True,mid,1,3,,,
SBH,SBH,,3,2008-08-07,2021-03-26,2008-08-07..2008-09-09; 2018-11-14..2018-11-28; 2021-03-15..2021-03-26,3M+6M; 1M+3M+6M; 1M,True,mid,1,6,,,
SBLK,SBLK,,4,2021-05-04,2022-06-08,2021-05-04..2021-07-06; 2021-09-17..2021-10-13; 2021-12-13..2022-03-29; 2022-04-25..2022-06-08,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,17,,,
SBNY,SBNY,,4,2008-09-15,2022-01-25,2008-09-15..2008-10-06; 2009-02-23..2009-02-24; 2021-03-23..2021-03-24; 2022-01-24..2022-01-25,1M+3M+6M; 6M; 3M+6M; 1M+3M+6M,True,large_plus,4,7,,,
SBOW^24,SBOW,,2,2022-06-10,2022-09-02,2022-06-10..2022-06-22; 2022-08-04..2022-09-02,3M+6M; 6M,False,small,8,3,,,
SBSW,SBSW,,8,2016-02-16,2026-02-09,2016-02-16..2016-04-06; 2018-10-24..2018-10-31; 2020-02-25..2020-03-02; 2020-05-01..2020-05-04; 2020-09-16..2020-09-21; 2022-03-08..2022-03-17; 2025-04-22..2025-04-28; 2026-01-30..2026-02-09,1M+3M+6M; 1M+3M+6M; 6M; 1M; 3M; 1M+3M+6M; 3M; 3M,True,mid,1,15,,,
SBUX,SBUX,,1,2009-05-04,2009-05-14,2009-05-04..2009-05-14,3M+6M,False,large_plus,8,2,,,
SCAI^17,SCAI,,1,2016-01-22,2016-02-05,2016-01-22..2016-02-05,1M+3M+6M,True,small,1,1,,,
SCCO,SCCO,,5,2005-03-08,2026-03-09,2005-03-08..2005-03-18; 2008-12-17..2009-01-20; 2009-03-20..2009-06-22; 2016-02-18..2016-02-19; 2026-02-04..2026-03-09,1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,13,,,
SCG^19,SCG,,1,2018-11-07,2018-11-08,2018-11-07..2018-11-08,1M+3M+6M,True,mid,5,4,,,
SCHW,SCHW,,2,2008-09-17,2009-05-04,2008-09-17..2008-09-19; 2009-03-26..2009-05-04,1M+3M+6M; 3M+6M,True,large_plus,1,7,,,
SCLX,SCLX,,1,2023-04-19,2023-04-20,2023-04-19..2023-04-20,1M+6M,False,small,6,1,,,
SCMP^18,SCMP,,3,2015-04-30,2017-12-26,2015-04-30..2015-05-01; 2015-07-21..2015-09-25; 2017-12-07..2017-12-26,6M; 1M+3M+6M; 1M+3M+6M,True,small,1,7,,,
SCPL^23,SCPL,,1,2020-09-28,2020-10-01,2020-09-28..2020-10-01,1M,False,mid,13,1,,,
SCPX,SCPX,,1,2020-07-16,2020-08-06,2020-07-16..2020-08-06,1M+3M+6M,True,small,3,1,,,
SCR^21,SCR,,1,2021-08-13,2021-08-19,2021-08-13..2021-08-19,1M+3M,False,small,5,2,,,
SCSC,SCSC,,1,2008-02-15,2008-03-03,2008-02-15..2008-03-03,1M+6M,False,small,6,3,,,
SCTY.1^16,SCTY,,10,2013-02-13,2016-06-30,2013-02-13..2013-03-07; 2013-04-15..2013-06-07; 2013-07-22..2013-08-08; 2013-10-09..2013-11-08; 2013-12-26..2014-03-13; 2014-06-19..2014-08-12; 2015-08-07..2015-08-12; 2015-12-15..2016-01-11; 2016-04-20..2016-04-29; 2016-06-29..2016-06-30,1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M+3M+6M,True,mid,1,29,,,
SCUR^08,SCUR,,1,2007-03-01,2007-03-02,2007-03-01..2007-03-02,1M+3M+6M,True,small,6,1,,,
SD,SD,,3,2021-10-04,2022-09-08,2021-10-04..2021-11-22; 2022-03-28..2022-06-17; 2022-08-11..2022-09-08,1M+3M+6M; 1M+3M+6M; 6M,True,small,3,9,,,
SDA,SDA,,1,2023-05-31,2023-07-10,2023-05-31..2023-07-10,1M+3M+6M,True,small,1,2,,,
SDA.1^09,SDA,,1,2008-04-01,2008-05-16,2008-04-01..2008-05-16,1M+3M+6M,True,mid,3,3,,,
SDCCQ,SDCCQ,"SDCC, SDC",3,2020-01-14,2020-10-01,2020-01-14..2020-02-21; 2020-05-05..2020-05-15; 2020-09-14..2020-10-01,1M+3M; 1M; 1M+3M+6M,True,mid,1,5,,,
SDGR,SDGR,,6,2020-05-07,2025-04-29,2020-05-07..2020-07-16; 2022-07-19..2022-07-26; 2023-03-16..2023-03-29; 2023-05-05..2023-07-28; 2023-11-20..2023-12-04; 2025-04-24..2025-04-29,1M+3M; 6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M,True,mid,2,15,,,
SDIG^25,SDIG,,1,2024-08-30,2024-09-13,2024-08-30..2024-09-13,1M,False,small,4,2,,,
SDRL,SDRL,,1,2023-02-02,2023-03-10,2023-02-02..2023-03-10,3M+6M,False,mid,6,2,,,
SDRL.1^18,SDRL,SEDR,5,2015-04-21,2017-01-03,2015-04-21..2015-05-26; 2016-03-07..2016-03-24; 2016-05-02..2016-05-12; 2016-10-18..2016-10-21; 2016-12-02..2017-01-03,1M+3M+6M; 1M; 1M+3M; 1M+3M+6M; 1M+3M+6M,True,mid,1,9,,,
SE,SE,,8,2018-05-29,2025-03-18,2018-05-29..2018-06-21; 2019-03-06..2019-03-20; 2019-05-29..2019-06-05; 2020-04-21..2020-09-11; 2020-11-10..2020-11-30; 2022-08-03..2022-08-09; 2022-12-01..2023-03-24; 2025-03-12..2025-03-18,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,33,,,
SEAC,SEAC,,1,2021-12-20,2022-01-06,2021-12-20..2022-01-06,1M+3M+6M,True,small,1,1,,,
SEDG,SEDG,,19,2015-05-21,2026-06-12,2015-05-21..2015-06-19; 2016-01-04..2016-02-08; 2018-04-12..2018-04-16; 2018-05-23..2018-05-31; 2019-08-23..2019-11-05; 2020-02-25..2020-03-10; 2020-06-01..2020-06-16; 2020-07-29..2020-08-24; 2020-10-08..2020-10-28; 2020-12-11..2021-01-14; 2022-02-25..2022-04-08; 2022-06-13..2022-08-15; 2022-11-17..2022-11-21; 2023-02-03..2023-03-16; 2025-02-25..2025-04-01; 2025-08-25..2025-09-09; 2025-10-31..2025-11-12; 2026-03-20..2026-04-01; 2026-05-21..2026-06-12,1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 3M; 1M+3M+6M; 6M; 1M+3M; 1M,True,mid,1,48,,,
SEED,SEED,,5,2007-10-12,2021-08-10,2007-10-12..2007-10-24; 2008-01-07..2008-02-27; 2009-11-23..2010-01-25; 2010-03-18..2010-03-25; 2021-07-30..2021-08-10,1M; 1M+3M+6M; 1M+3M+6M; 6M; 1M,True,small,1,13,,,
SEELQ,SEELQ,SEEL,1,2021-03-16,2021-05-11,2021-03-16..2021-05-11,1M+3M+6M,True,small,1,3,,,
SEER,SEER,,2,2021-04-16,2021-09-15,2021-04-16..2021-04-26; 2021-08-30..2021-09-15,1M; 1M+3M,False,mid,3,3,,,
SEI,SEI,,4,2024-12-06,2025-11-13,2024-12-06..2025-03-07; 2025-07-08..2025-07-09; 2025-10-03..2025-10-24; 2025-11-03..2025-11-13,1M+3M+6M; 3M; 1M; 3M+6M,True,mid,4,12,,,
SEMG.1^19,SEMG,,1,2016-04-12,2016-07-07,2016-04-12..2016-07-07,1M+3M+6M,True,small,5,5,,,
SEND^19,SEND,,2,2018-08-15,2019-01-23,2018-08-15..2018-08-17; 2018-11-08..2019-01-23,1M+3M+6M; 1M+3M+6M,True,small,1,6,,,
SENS,SENS,,7,2018-06-26,2025-02-21,2018-06-26..2018-07-06; 2021-01-19..2021-03-03; 2021-06-07..2021-07-06; 2021-08-25..2021-09-01; 2021-11-10..2021-11-16; 2022-02-08..2022-02-10; 2025-01-27..2025-02-21,1M+6M; 1M+3M+6M; 1M+6M; 3M; 6M; 1M+6M; 1M+3M+6M,True,small,2,12,,,
SEPN,SEPN,,2,2025-05-14,2026-08-13,2025-05-14..2025-05-15; 2026-08-11..2026-08-13,1M; 3M,False,small,8,3,,,
SEPR^09,SEPR,,1,2009-01-27,2009-02-26,2009-01-27..2009-02-26,1M+6M,False,small,5,2,,,
SEP^18,SEP,,1,2016-01-11,2016-02-29,2016-01-11..2016-02-29,1M+3M+6M,True,large_plus,1,4,,,
SER,SER,,1,2020-10-12,2020-10-29,2020-10-12..2020-10-29,1M,False,small,4,1,,,
SERA,SERA,,1,2023-12-06,2024-01-09,2023-12-06..2024-01-09,1M+3M+6M,True,small,1,2,,,
SERV,SERV,,4,2024-07-22,2025-06-06,2024-07-22..2024-08-15; 2024-10-16..2024-10-17; 2024-10-18..2025-02-13; 2025-05-15..2025-06-06,1M+3M; 3M; 1M+3M+6M; 1M,True,small,1,11,,,
SES,SES,,4,2024-12-30,2025-10-17,2024-12-30..2025-01-17; 2025-04-28..2025-05-02; 2025-06-09..2025-06-13; 2025-10-06..2025-10-17,1M; 1M+6M; 3M+6M; 1M+3M+6M,True,small,4,6,,,
SEZL,SEZL,,5,2024-08-29,2026-07-23,2024-08-29..2024-12-06; 2025-02-26..2025-03-04; 2025-04-29..2025-07-15; 2025-12-17..2025-12-19; 2026-05-12..2026-07-23,1M+3M+6M; 6M; 1M+3M+6M; 1M; 1M+3M+6M,True,small,1,21,,,
SF,SF,,3,2008-07-29,2009-01-08,2008-07-29..2008-08-11; 2008-09-19..2008-10-09; 2008-12-19..2009-01-08,3M+6M; 1M+3M+6M; 6M,True,small,2,8,,,
SFD.4^13,SFD,,2,2008-12-22,2009-04-09,2008-12-22..2009-01-16; 2009-04-08..2009-04-09,1M; 1M,False,small,2,5,,,
SFIX,SFIX,,11,2018-03-14,2024-07-18,2018-03-14..2018-09-27; 2018-12-06..2018-12-07; 2019-03-11..2019-03-28; 2019-06-17..2019-06-21; 2019-10-11..2019-10-23; 2020-06-02..2020-06-04; 2020-09-09..2021-01-05; 2021-06-10..2021-06-11; 2023-01-24..2023-02-03; 2023-03-03..2023-03-31; 2024-07-05..2024-07-18,1M+3M+6M; 6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M; 1M; 1M+3M+6M; 3M,True,mid,1,34,,,
SFLY^19,SFLY,,5,2007-08-21,2012-08-03,2007-08-21..2007-09-10; 2011-05-11..2011-06-09; 2011-09-19..2011-09-21; 2012-02-15..2012-03-06; 2012-08-02..2012-08-03,3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M+6M,True,small,3,10,,,
SFM,SFM,,1,2020-03-10,2020-04-09,2020-03-10..2020-04-09,1M+3M+6M,True,mid,4,3,,,
SFSF^12,SFSF,,2,2010-05-26,2011-11-22,2010-05-26..2010-05-28; 2011-10-12..2011-11-22,1M+3M+6M; 1M+3M+6M,True,small,6,5,,,
SFUNY,SFUNY,,9,2013-05-09,2017-11-22,2013-05-09..2013-05-13; 2013-07-29..2014-01-28; 2014-03-12..2014-03-21; 2014-07-24..2014-08-26; 2015-04-14..2015-06-30; 2015-10-07..2015-11-18; 2017-01-12..2017-01-19; 2017-09-18..2017-09-29; 2017-11-17..2017-11-22,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 3M+6M; 1M+3M+6M,True,mid,1,29,,,
SG,SG,,6,2022-03-18,2026-09-14,2022-03-18..2022-04-01; 2022-10-07..2022-10-13; 2023-06-13..2023-06-23; 2024-03-15..2024-06-21; 2024-08-15..2024-11-05; 2026-09-09..2026-09-14,1M; 3M; 3M; 1M+3M+6M; 1M+3M+6M; 1M,True,mid,1,15,,,
SGEN^23,SGEN,,5,2010-05-21,2016-12-01,2010-05-21..2010-06-07; 2011-09-09..2011-10-19; 2015-11-11..2015-11-24; 2016-04-04..2016-04-12; 2016-11-14..2016-12-01,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,11,,,
SGFY^23,SGFY,,2,2022-03-22,2022-08-04,2022-03-22..2022-03-24; 2022-06-27..2022-08-04,1M; 1M+6M,False,mid,7,7,,,
SGI,SGI,,7,2007-08-08,2025-04-25,2007-08-08..2007-08-09; 2008-08-29..2008-09-30; 2009-04-23..2009-04-24; 2009-06-25..2009-07-21; 2009-10-05..2009-11-02; 2012-07-30..2012-08-08; 2025-04-23..2025-04-25,1M+3M+6M; 1M+3M; 3M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M,True,small,2,17,,,
SGI.1^16,SGI,TPX,3,2006-01-12,2011-09-14,2006-01-12..2006-04-19; 2011-03-15..2011-05-12; 2011-09-12..2011-09-14,1M+3M+6M; 1M+3M+6M; 1M,True,small,1,8,,,
SGLY,SGLY,,2,2021-02-19,2022-04-18,2021-02-19..2021-02-24; 2022-04-06..2022-04-18,1M; 1M+3M+6M,True,small,1,4,,,
SGMA^25,SGMA,,1,2021-12-14,2021-12-17,2021-12-14..2021-12-17,1M+3M+6M,True,small,1,1,,,
SGML,SGML,,5,2022-08-31,2026-05-14,2022-08-31..2022-11-10; 2023-02-07..2023-04-21; 2023-09-28..2023-09-29; 2025-11-24..2026-01-15; 2026-04-16..2026-05-14,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,17,,,
SGMOQ,SGMOQ,SGMO,12,2007-11-05,2024-12-30,2007-11-05..2007-11-14; 2014-01-13..2014-03-26; 2014-06-11..2014-06-27; 2014-12-16..2015-01-12; 2015-02-26..2015-03-23; 2017-05-15..2017-10-19; 2017-12-01..2018-03-16; 2019-04-04..2019-04-22; 2019-07-12..2019-07-25; 2020-12-24..2021-01-11; 2024-08-12..2024-08-16; 2024-10-29..2024-12-30,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 1M; 1M+3M+6M; 1M+3M+6M,True,small,1,36,,,
SGMT,SGMT,,4,2024-01-22,2026-09-02,2024-01-22..2024-02-05; 2025-06-13..2025-07-29; 2026-04-27..2026-04-29; 2026-08-19..2026-09-02,1M+3M; 1M+3M+6M; 1M; 1M,True,small,2,8,,,
SGP.1^09,SGP,,1,2008-11-24,2009-02-02,2008-11-24..2009-02-02,1M+3M+6M,True,large_plus,3,5,,,
SGRY,SGRY,,4,2021-03-31,2024-08-09,2021-03-31..2021-04-23; 2021-12-14..2022-01-11; 2023-01-12..2023-01-23; 2024-07-25..2024-08-09,1M+3M+6M; 1M+3M+6M; 1M; 1M,True,mid,4,13,,,
SHAK,SHAK,,2,2015-04-27,2015-08-18,2015-04-27..2015-06-09; 2015-08-11..2015-08-18,1M+3M; 1M+3M+6M,True,small,2,5,,,
SHAZ,SHAZ,,1,2026-04-30,2026-07-09,2026-04-30..2026-07-09,1M+3M+6M,True,small,1,5,,,
SHC,SHC,,1,2022-12-05,2023-01-31,2022-12-05..2023-01-31,1M+3M,False,mid,1,3,,,
SHEN,SHEN,,1,2020-04-07,2020-04-21,2020-04-07..2020-04-21,1M+3M+6M,True,mid,2,3,,,
SHLDQ^22,SHLDQ,SHLD,14,2008-02-13,2017-08-22,2008-02-13..2008-02-14; 2008-08-05..2008-10-01; 2009-01-26..2009-01-29; 2009-04-20..2009-04-21; 2009-06-10..2009-06-22; 2011-10-06..2011-10-20; 2012-02-07..2012-03-28; 2013-09-11..2013-10-15; 2014-03-03..2014-05-14; 2014-10-28..2014-11-28; 2015-08-27..2015-09-11; 2016-06-23..2016-07-07; 2017-03-13..2017-04-28; 2017-07-20..2017-08-22,1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,37,,,
SHLS,SHLS,,4,2022-03-17,2025-05-14,2022-03-17..2022-03-28; 2022-05-27..2022-09-19; 2022-11-15..2023-01-25; 2025-05-06..2025-05-14,1M; 1M+3M+6M; 1M+6M; 1M,True,mid,1,16,,,
SHLX^22,SHLX,,2,2015-01-13,2016-01-13,2015-01-13..2015-01-20; 2015-12-18..2016-01-13,1M; 1M+3M+6M,True,mid,1,4,,,
SHO,SHO,,2,2009-10-30,2011-11-25,2009-10-30..2009-12-10; 2011-10-17..2011-11-25,1M+3M+6M; 1M+3M,True,small,9,10,,,
SHOE,SHOE,,1,2020-09-08,2020-09-22,2020-09-08..2020-09-22,1M,False,small,12,2,,,
SHOO,SHOO,,2,2006-05-03,2006-08-11,2006-05-03..2006-05-15; 2006-07-28..2006-08-11,1M+3M+6M; 1M+3M+6M,True,small,2,4,,,
SHOP,SHOP,,10,2015-08-06,2026-03-20,2015-08-06..2015-08-17; 2015-10-01..2015-10-16; 2018-02-08..2018-02-26; 2018-12-04..2018-12-19; 2020-04-20..2020-09-09; 2022-08-01..2022-08-08; 2022-11-07..2022-12-15; 2023-01-26..2023-02-17; 2025-02-21..2025-02-27; 2026-03-19..2026-03-20,1M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 6M,True,large_plus,1,33,,,
SHW,SHW,,1,2008-11-28,2008-12-18,2008-11-28..2008-12-18,3M+6M,False,mid,2,2,,,
SICP,SICP,,5,2020-12-16,2022-08-16,2020-12-16..2021-04-21; 2021-08-11..2021-08-13; 2021-10-04..2021-11-26; 2022-03-02..2022-03-25; 2022-07-27..2022-08-16,1M+3M+6M; 1M; 1M+3M+6M; 1M; 1M,True,mid,2,17,,,
SID,SID,,7,2008-02-01,2019-04-05,2008-02-01..2008-02-11; 2009-01-05..2009-02-20; 2009-06-16..2009-06-18; 2009-10-30..2009-11-03; 2012-09-17..2012-10-02; 2016-11-28..2016-12-12; 2019-03-21..2019-04-05,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,17,,,
SIDU,SIDU,,3,2022-06-17,2026-06-10,2022-06-17..2022-08-02; 2025-12-29..2026-01-23; 2026-03-31..2026-06-10,1M+3M; 1M+3M; 1M+6M,False,small,1,8,,,
SIENQ^24,SIENQ,SIEN,1,2018-05-10,2018-05-21,2018-05-10..2018-05-21,1M+3M,False,small,2,1,,,
SIFY,SIFY,,3,2005-12-19,2021-03-29,2005-12-19..2006-03-09; 2011-04-25..2011-05-11; 2021-03-16..2021-03-29,1M+3M+6M; 1M+3M+6M; 3M,True,small,1,9,,,
SIG,SIG,,7,2019-09-24,2025-04-10,2019-09-24..2019-11-13; 2020-01-21..2020-02-28; 2020-08-31..2020-09-09; 2020-09-24..2020-11-18; 2021-03-02..2021-06-29; 2022-10-25..2022-10-26; 2025-04-04..2025-04-10,1M+3M+6M; 1M+3M+6M; 1M; 3M; 1M+3M+6M; 3M; 1M,True,small,2,20,,,
SIGA,SIGA,,3,2006-10-24,2024-08-30,2006-10-24..2006-11-28; 2022-05-20..2022-08-26; 2024-08-19..2024-08-30,1M+3M+6M; 1M+3M+6M; 6M,True,small,1,9,,,
SIGM^20,SIGM,,5,2006-09-19,2009-03-20,2006-09-19..2006-12-18; 2007-08-01..2007-08-28; 2007-11-09..2007-12-21; 2008-05-21..2008-05-23; 2009-03-06..2009-03-20,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M,True,small,1,11,,,
SII,SII,,2,2026-03-05,2026-03-17,2026-03-05..2026-03-12; 2026-03-16..2026-03-17,1M+3M; 6M,False,mid,13,3,,,
SILK^24,SILK,,2,2024-01-23,2024-06-05,2024-01-23..2024-01-25; 2024-05-06..2024-06-05,1M+3M; 1M+6M,False,small,6,10,,,
SIM,SIM,,1,2006-11-30,2006-12-08,2006-11-30..2006-12-08,1M+3M+6M,True,mid,1,1,,,
SIMG^15,SIMG,,1,2011-02-14,2011-04-04,2011-02-14..2011-04-04,1M+3M+6M,True,small,4,1,,,
SIMO,SIMO,,7,2006-01-31,2026-07-14,2006-01-31..2006-02-21; 2007-03-28..2007-04-05; 2011-10-21..2011-12-15; 2015-02-06..2015-02-11; 2022-04-27..2022-05-11; 2026-01-08..2026-02-05; 2026-05-01..2026-07-14,1M+6M; 1M+3M+6M; 1M+3M+6M; 3M+6M; 1M+3M+6M; 1M; 1M+3M+6M,True,small,1,21,,,
SIMPQ,SIMPQ,SIMP,1,2018-09-24,2018-10-10,2018-09-24..2018-10-10,1M+3M+6M,True,small,2,2,,,
SINA^21,SINA,,7,2007-11-07,2013-10-25,2007-11-07..2007-11-09; 2008-04-30..2008-05-28; 2011-04-25..2011-05-06; 2011-07-21..2011-07-28; 2011-09-20..2011-09-22; 2012-01-30..2012-03-23; 2013-10-09..2013-10-25,3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,mid,1,13,,,
SINT,SINT,,1,2020-08-10,2020-08-20,2020-08-10..2020-08-20,3M+6M,False,small,10,1,,,
SIRF^09,SIRF,,4,2006-09-05,2008-05-30,2006-09-05..2006-09-21; 2006-11-03..2006-11-06; 2007-11-01..2007-11-16; 2008-05-08..2008-05-30,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M,True,small,2,6,,,
SIRI,SIRI,,5,2010-02-22,2024-07-30,2010-02-22..2010-03-05; 2010-04-20..2010-05-11; 2023-07-21..2023-08-03; 2023-10-13..2023-12-29; 2024-07-09..2024-07-30,1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M; 1M+3M+6M,True,large_plus,1,12,,,
SITC,SITC,,3,2009-04-13,2009-10-29,2009-04-13..2009-05-11; 2009-08-07..2009-08-26; 2009-09-25..2009-10-29,1M; 1M; 3M+6M,False,small,10,11,,,
SITE,SITE,,2,2019-08-07,2020-03-04,2019-08-07..2019-08-15; 2020-03-03..2020-03-04,1M+3M+6M; 6M,True,mid,5,4,,,
SITM,SITM,,11,2020-09-24,2026-05-28,2020-09-24..2020-10-29; 2021-07-27..2021-09-29; 2021-11-09..2022-01-05; 2022-05-31..2022-06-07; 2022-11-15..2022-11-17; 2023-03-15..2023-04-12; 2024-07-18..2024-07-30; 2024-12-18..2024-12-26; 2025-08-26..2025-08-27; 2026-02-11..2026-03-02; 2026-04-28..2026-05-28,6M; 1M+3M+6M; 1M+3M+6M; 1M; 1M; 1M+3M+6M; 1M+3M+6M; 6M; 1M; 1M+6M; 1M+3M+6M,True,mid,1,30,,,
SIVBQ^24,SIVBQ,SIVB,1,2008-09-22,2008-09-24,2008-09-22..2008-09-24,6M,False,mid,9,1,,,
SIX^24,SIX,,1,2020-11-09,2020-11-18,2020-11-09..2020-11-18,1M,False,mid,6,4,,,
SJM,SJM,,1,2020-03-17,2020-04-09,2020-03-17..2020-04-09,1M+3M+6M,True,large_plus,7,4,,,
SJT,SJT,,1,2022-05-26,2022-06-15,2022-05-26..2022-06-15,3M+6M,False,small,4,3,,,
SKE,SKE,,1,2026-02-02,2026-03-03,2026-02-02..2026-03-03,3M,False,mid,8,4,,,
SKIN,SKIN,,2,2021-08-25,2022-03-16,2021-08-25..2021-11-30; 2022-03-04..2022-03-16,1M+3M+6M; 1M,True,mid,4,6,,,
SKS^13,SKS,,4,2007-11-07,2009-12-03,2007-11-07..2007-11-16; 2009-04-24..2009-05-05; 2009-07-07..2009-07-13; 2009-11-30..2009-12-03,1M; 1M+3M; 1M; 6M,False,small,2,7,,,
SKT,SKT,,1,2022-05-18,2022-05-20,2022-05-18..2022-05-20,3M+6M,False,small,12,1,,,
SKUL^16,SKUL,,1,2014-03-26,2014-03-27,2014-03-26..2014-03-27,1M,False,small,13,1,,,
SKWD,SKWD,,1,2025-04-08,2025-04-23,2025-04-08..2025-04-23,1M+3M+6M,True,small,5,3,,,
SKX^25,SKX,,1,2011-08-05,2011-09-28,2011-08-05..2011-09-28,1M+3M+6M,True,small,1,3,,,
SKY,SKY,,1,2019-11-12,2019-11-14,2019-11-12..2019-11-14,6M,False,small,11,3,,,
SKYH,SKYH,,1,2022-03-03,2022-03-30,2022-03-03..2022-03-30,1M+3M+6M,True,small,2,1,,,
SKYT^26,SKYT,,2,2021-08-31,2026-02-05,2021-08-31..2021-09-07; 2026-01-06..2026-02-05,1M; 1M+6M,False,small,6,3,,,
SKYW,SKYW,,1,2015-10-27,2015-10-30,2015-10-27..2015-10-30,3M+6M,False,small,7,3,,,
SLAB,SLAB,,1,2006-08-03,2006-08-08,2006-08-03..2006-08-08,1M+3M+6M,True,mid,3,1,,,
SLAIY,SLAIY,,7,2014-01-22,2021-09-20,2014-01-22..2014-03-11; 2014-06-17..2014-08-15; 2015-04-15..2015-07-01; 2015-10-28..2015-11-03; 2021-01-04..2021-01-28; 2021-02-16..2021-03-31; 2021-08-20..2021-09-20,1M+3M; 1M+3M+6M; 1M+3M+6M; 1M+6M; 1M; 3M+6M; 1M+3M,True,small,1,21,,,
SLB,SLB,,1,2022-03-15,2022-03-18,2022-03-15..2022-03-18,3M+6M,False,large_plus,11,1,,,
SLCA^24,SLCA,,6,2013-02-28,2022-04-27,2013-02-28..2013-03-21; 2013-10-18..2013-11-11; 2015-02-09..2015-03-05; 2015-11-03..2015-12-15; 2016-03-02..2016-05-09; 2022-02-25..2022-04-27,1M+3M+6M; 1M+3M+6M; 1M; 1M+3M+6M; 6M; 1M+3M+6M,True,small,3,23,,,
SLDB,SLDB,,8,2018-06-19,2026-07-10,2018-06-19..2018-07-27; 2018-10-01..2018-10-03; 2020-10-05..2020-10-26; 2020-12-17..2020-12-31; 2021-03-08..2021-03-12; 2025-02-21..2025-03-13; 2026-04-15..2026-04-17; 2026-07-02..2026-07-10,1M+3M; 6M; 1M; 1M+3M; 6M; 1M; 3M; 1M,False,small,1,15,,,
SLDP,SLDP,,2,2025-07-09,2025-11-20,2025-07-09..2025-09-03; 2025-10-09..2025-11-20,1M+3M+6M; 6M,True,small,6,6,,,
SLF,SLF,,2,2009-04-02,2009-08-13,2009-04-02..2009-04-22; 2009-08-06..2009-08-13,1M; 1M+3M+6M,True,large_plus,1,5,,,
SLG,SLG,,5,2009-05-12,2023-12-20,2009-05-12..2009-05-13; 2009-08-17..2009-10-27; 2010-05-07..2010-05-18; 2023-06-27..2023-08-10; 2023-12-13..2023-12-20,1M; 1M+3M+6M; 1M+3M+6M; 1M+3M; 1M+6M,True,mid,2,18,,,
SLH^16,SLH,,1,2015-08-21,2015-09-10,2015-08-21..2015-09-10,1M+3M+6M,True,mid,1,3,,,
